institution,year,status,total
Nasjonalt kunnskapssenter om vold og traumatisk stress,2020,gull,26
Nasjonalt kunnskapssenter om vold og traumatisk stress,2020,hybrid,9
Nasjonalt kunnskapssenter om vold og traumatisk stress,2020,hybrid_avtale,10
Nasjonalt kunnskapssenter om vold og traumatisk stress,2020,grønn,3
Nasjonalt kunnskapssenter om vold og traumatisk stress,2020,lukket,12
Nasjonalt kunnskapssenter om vold og traumatisk stress,2021,diamant,6
Nasjonalt kunnskapssenter om vold og traumatisk stress,2021,gull,34
Nasjonalt kunnskapssenter om vold og traumatisk stress,2021,hybrid,8
Nasjonalt kunnskapssenter om vold og traumatisk stress,2021,hybrid_avtale,11
Nasjonalt kunnskapssenter om vold og traumatisk stress,2021,grønn,3
Nasjonalt kunnskapssenter om vold og traumatisk stress,2021,lukket,11
Nasjonalt kunnskapssenter om vold og traumatisk stress,2022,diamant,3
Nasjonalt kunnskapssenter om vold og traumatisk stress,2022,gull,36
Nasjonalt kunnskapssenter om vold og traumatisk stress,2022,hybrid,5
Nasjonalt kunnskapssenter om vold og traumatisk stress,2022,hybrid_avtale,15
Nasjonalt kunnskapssenter om vold og traumatisk stress,2022,grønn,5
Nasjonalt kunnskapssenter om vold og traumatisk stress,2022,lukket,7
Nasjonalt kunnskapssenter om vold og traumatisk stress,2023,diamant,5
Nasjonalt kunnskapssenter om vold og traumatisk stress,2023,gull,27
Nasjonalt kunnskapssenter om vold og traumatisk stress,2023,hybrid,7
Nasjonalt kunnskapssenter om vold og traumatisk stress,2023,hybrid_avtale,14
Nasjonalt kunnskapssenter om vold og traumatisk stress,2023,grønn,3
Nasjonalt kunnskapssenter om vold og traumatisk stress,2023,lukket,4
Nasjonalt kunnskapssenter om vold og traumatisk stress,2024,diamant,5
Nasjonalt kunnskapssenter om vold og traumatisk stress,2024,gull,24
Nasjonalt kunnskapssenter om vold og traumatisk stress,2024,hybrid,7
Nasjonalt kunnskapssenter om vold og traumatisk stress,2024,hybrid_avtale,20
Nasjonalt kunnskapssenter om vold og traumatisk stress,2024,grønn,4
Nasjonalt kunnskapssenter om vold og traumatisk stress,2024,lukket,2
Nasjonalt kunnskapssenter om vold og traumatisk stress,2025,gull,33
Nasjonalt kunnskapssenter om vold og traumatisk stress,2025,hybrid,13
Nasjonalt kunnskapssenter om vold og traumatisk stress,2025,hybrid_avtale,9
Nasjonalt kunnskapssenter om vold og traumatisk stress,2025,grønn,3
Nasjonalt kunnskapssenter om vold og traumatisk stress,2025,deponert,1
Nasjonalt kunnskapssenter om vold og traumatisk stress,2025,lukket,2
Nord universitet,2013,diamant,14
Nord universitet,2013,gull,27
Nord universitet,2013,hybrid,4
Nord universitet,2013,grønn,26
Nord universitet,2013,lukket,116
Nord universitet,2014,diamant,10
Nord universitet,2014,gull,36
Nord universitet,2014,hybrid,12
Nord universitet,2014,grønn,61
Nord universitet,2014,lukket,113
Nord universitet,2015,diamant,16
Nord universitet,2015,gull,35
Nord universitet,2015,hybrid,9
Nord universitet,2015,grønn,84
Nord universitet,2015,lukket,108
Nord universitet,2016,diamant,27
Nord universitet,2016,gull,49
Nord universitet,2016,hybrid,15
Nord universitet,2016,grønn,89
Nord universitet,2016,lukket,94
Nord universitet,2017,diamant,33
Nord universitet,2017,gull,67
Nord universitet,2017,hybrid,26
Nord universitet,2017,grønn,85
Nord universitet,2017,lukket,87
Nord universitet,2018,diamant,37
Nord universitet,2018,gull,101
Nord universitet,2018,hybrid,29
Nord universitet,2018,grønn,78
Nord universitet,2018,lukket,130
Nord universitet,2019,diamant,24
Nord universitet,2019,gull,116
Nord universitet,2019,hybrid,33
Nord universitet,2019,hybrid_avtale,41
Nord universitet,2019,grønn,100
Nord universitet,2019,lukket,109
Nord universitet,2020,diamant,39
Nord universitet,2020,gull,196
Nord universitet,2020,hybrid,61
Nord universitet,2020,hybrid_avtale,87
Nord universitet,2020,grønn,119
Nord universitet,2020,lukket,87
Nord universitet,2021,diamant,52
Nord universitet,2021,gull,217
Nord universitet,2021,hybrid,66
Nord universitet,2021,hybrid_avtale,105
Nord universitet,2021,grønn,91
Nord universitet,2021,lukket,77
Nord universitet,2022,diamant,38
Nord universitet,2022,gull,244
Nord universitet,2022,hybrid,73
Nord universitet,2022,hybrid_avtale,99
Nord universitet,2022,grønn,74
Nord universitet,2022,lukket,92
Nord universitet,2023,diamant,39
Nord universitet,2023,gull,239
Nord universitet,2023,hybrid,93
Nord universitet,2023,hybrid_avtale,110
Nord universitet,2023,grønn,76
Nord universitet,2023,lukket,70
Nord universitet,2024,diamant,43
Nord universitet,2024,gull,249
Nord universitet,2024,hybrid,83
Nord universitet,2024,hybrid_avtale,118
Nord universitet,2024,grønn,68
Nord universitet,2024,deponert,1
Nord universitet,2024,lukket,78
Nord universitet,2025,diamant,49
Nord universitet,2025,gull,250
Nord universitet,2025,hybrid,95
Nord universitet,2025,hybrid_avtale,94
Nord universitet,2025,grønn,76
Nord universitet,2025,deponert,16
Nord universitet,2025,lukket,78
Nordlandsforskning,2013,gull,1
Nordlandsforskning,2013,hybrid,1
Nordlandsforskning,2013,grønn,1
Nordlandsforskning,2013,lukket,13
Nordlandsforskning,2014,gull,2
Nordlandsforskning,2014,hybrid,1
Nordlandsforskning,2014,grønn,4
Nordlandsforskning,2014,lukket,12
Nordlandsforskning,2015,diamant,1
Nordlandsforskning,2015,gull,1
Nordlandsforskning,2015,hybrid,1
Nordlandsforskning,2015,grønn,2
Nordlandsforskning,2015,lukket,5
Nordlandsforskning,2016,gull,1
Nordlandsforskning,2016,hybrid,1
Nordlandsforskning,2016,grønn,4
Nordlandsforskning,2016,lukket,8
Nordlandsforskning,2017,diamant,3
Nordlandsforskning,2017,hybrid,2
Nordlandsforskning,2017,grønn,3
Nordlandsforskning,2017,lukket,2
Nordlandsforskning,2018,diamant,4
Nordlandsforskning,2018,gull,6
Nordlandsforskning,2018,grønn,4
Nordlandsforskning,2018,lukket,16
Nordlandsforskning,2019,diamant,3
Nordlandsforskning,2019,gull,1
Nordlandsforskning,2019,grønn,5
Nordlandsforskning,2019,lukket,7
Nordlandsforskning,2020,diamant,2
Nordlandsforskning,2020,gull,3
Nordlandsforskning,2020,hybrid,3
Nordlandsforskning,2020,hybrid_avtale,4
Nordlandsforskning,2020,grønn,7
Nordlandsforskning,2020,lukket,12
Nordlandsforskning,2021,diamant,7
Nordlandsforskning,2021,gull,7
Nordlandsforskning,2021,hybrid,3
Nordlandsforskning,2021,hybrid_avtale,3
Nordlandsforskning,2021,grønn,3
Nordlandsforskning,2021,lukket,6
Nordlandsforskning,2022,diamant,4
Nordlandsforskning,2022,gull,7
Nordlandsforskning,2022,hybrid,1
Nordlandsforskning,2022,hybrid_avtale,6
Nordlandsforskning,2022,grønn,4
Nordlandsforskning,2022,lukket,5
Nordlandsforskning,2023,diamant,1
Nordlandsforskning,2023,gull,10
Nordlandsforskning,2023,hybrid,4
Nordlandsforskning,2023,hybrid_avtale,4
Nordlandsforskning,2023,lukket,2
Nordlandsforskning,2024,diamant,5
Nordlandsforskning,2024,gull,3
Nordlandsforskning,2024,hybrid,6
Nordlandsforskning,2024,hybrid_avtale,5
Nordlandsforskning,2024,grønn,3
Nordlandsforskning,2024,lukket,2
Nordlandsforskning,2025,diamant,4
Nordlandsforskning,2025,gull,5
Nordlandsforskning,2025,hybrid,3
Nordlandsforskning,2025,hybrid_avtale,12
Nordlandsforskning,2025,grønn,1
Nordlandsforskning,2025,deponert,1
Nordlandsforskning,2025,lukket,1
Nordlandssykehuset HF,2013,diamant,1
Nordlandssykehuset HF,2013,gull,15
Nordlandssykehuset HF,2013,hybrid,3
Nordlandssykehuset HF,2013,grønn,4
Nordlandssykehuset HF,2013,lukket,36
Nordlandssykehuset HF,2014,diamant,3
Nordlandssykehuset HF,2014,gull,15
Nordlandssykehuset HF,2014,hybrid,5
Nordlandssykehuset HF,2014,grønn,9
Nordlandssykehuset HF,2014,lukket,32
Nordlandssykehuset HF,2015,diamant,3
Nordlandssykehuset HF,2015,gull,24
Nordlandssykehuset HF,2015,hybrid,9
Nordlandssykehuset HF,2015,grønn,5
Nordlandssykehuset HF,2015,lukket,38
Nordlandssykehuset HF,2016,diamant,1
Nordlandssykehuset HF,2016,gull,14
Nordlandssykehuset HF,2016,hybrid,10
Nordlandssykehuset HF,2016,grønn,10
Nordlandssykehuset HF,2016,lukket,38
Nordlandssykehuset HF,2017,diamant,1
Nordlandssykehuset HF,2017,gull,30
Nordlandssykehuset HF,2017,hybrid,16
Nordlandssykehuset HF,2017,grønn,13
Nordlandssykehuset HF,2017,lukket,28
Nordlandssykehuset HF,2018,gull,29
Nordlandssykehuset HF,2018,hybrid,5
Nordlandssykehuset HF,2018,grønn,18
Nordlandssykehuset HF,2018,lukket,38
Nordlandssykehuset HF,2019,diamant,3
Nordlandssykehuset HF,2019,gull,28
Nordlandssykehuset HF,2019,hybrid,7
Nordlandssykehuset HF,2019,hybrid_avtale,8
Nordlandssykehuset HF,2019,grønn,27
Nordlandssykehuset HF,2019,lukket,9
Nordlandssykehuset HF,2020,diamant,3
Nordlandssykehuset HF,2020,gull,32
Nordlandssykehuset HF,2020,hybrid,9
Nordlandssykehuset HF,2020,hybrid_avtale,12
Nordlandssykehuset HF,2020,grønn,17
Nordlandssykehuset HF,2020,lukket,6
Nordlandssykehuset HF,2021,diamant,2
Nordlandssykehuset HF,2021,gull,36
Nordlandssykehuset HF,2021,hybrid,11
Nordlandssykehuset HF,2021,hybrid_avtale,19
Nordlandssykehuset HF,2021,grønn,11
Nordlandssykehuset HF,2021,lukket,13
Nordlandssykehuset HF,2022,diamant,3
Nordlandssykehuset HF,2022,gull,46
Nordlandssykehuset HF,2022,hybrid,6
Nordlandssykehuset HF,2022,hybrid_avtale,18
Nordlandssykehuset HF,2022,grønn,12
Nordlandssykehuset HF,2022,lukket,3
Nordlandssykehuset HF,2023,diamant,4
Nordlandssykehuset HF,2023,gull,38
Nordlandssykehuset HF,2023,hybrid,6
Nordlandssykehuset HF,2023,hybrid_avtale,18
Nordlandssykehuset HF,2023,grønn,13
Nordlandssykehuset HF,2023,lukket,2
Nordlandssykehuset HF,2024,diamant,2
Nordlandssykehuset HF,2024,gull,56
Nordlandssykehuset HF,2024,hybrid,8
Nordlandssykehuset HF,2024,hybrid_avtale,18
Nordlandssykehuset HF,2024,grønn,8
Nordlandssykehuset HF,2024,lukket,5
Nordlandssykehuset HF,2025,diamant,3
Nordlandssykehuset HF,2025,gull,48
Nordlandssykehuset HF,2025,hybrid,11
Nordlandssykehuset HF,2025,hybrid_avtale,8
Nordlandssykehuset HF,2025,grønn,7
Nordlandssykehuset HF,2025,lukket,10
Norges Geotekniske Institutt,2013,gull,10
Norges Geotekniske Institutt,2013,hybrid,1
Norges Geotekniske Institutt,2013,grønn,9
Norges Geotekniske Institutt,2013,lukket,42
Norges Geotekniske Institutt,2014,gull,6
Norges Geotekniske Institutt,2014,hybrid,6
Norges Geotekniske Institutt,2014,grønn,12
Norges Geotekniske Institutt,2014,lukket,60
Norges Geotekniske Institutt,2015,diamant,2
Norges Geotekniske Institutt,2015,gull,6
Norges Geotekniske Institutt,2015,hybrid,5
Norges Geotekniske Institutt,2015,grønn,6
Norges Geotekniske Institutt,2015,lukket,48
Norges Geotekniske Institutt,2016,diamant,4
Norges Geotekniske Institutt,2016,gull,8
Norges Geotekniske Institutt,2016,hybrid,4
Norges Geotekniske Institutt,2016,grønn,10
Norges Geotekniske Institutt,2016,lukket,47
Norges Geotekniske Institutt,2017,gull,15
Norges Geotekniske Institutt,2017,hybrid,14
Norges Geotekniske Institutt,2017,grønn,33
Norges Geotekniske Institutt,2017,lukket,65
Norges Geotekniske Institutt,2018,gull,9
Norges Geotekniske Institutt,2018,hybrid,13
Norges Geotekniske Institutt,2018,grønn,35
Norges Geotekniske Institutt,2018,lukket,23
Norges Geotekniske Institutt,2019,diamant,3
Norges Geotekniske Institutt,2019,gull,21
Norges Geotekniske Institutt,2019,hybrid,12
Norges Geotekniske Institutt,2019,hybrid_avtale,9
Norges Geotekniske Institutt,2019,grønn,27
Norges Geotekniske Institutt,2019,lukket,33
Norges Geotekniske Institutt,2020,diamant,4
Norges Geotekniske Institutt,2020,gull,22
Norges Geotekniske Institutt,2020,hybrid,12
Norges Geotekniske Institutt,2020,hybrid_avtale,37
Norges Geotekniske Institutt,2020,grønn,17
Norges Geotekniske Institutt,2020,lukket,33
Norges Geotekniske Institutt,2021,diamant,2
Norges Geotekniske Institutt,2021,gull,53
Norges Geotekniske Institutt,2021,hybrid,16
Norges Geotekniske Institutt,2021,hybrid_avtale,26
Norges Geotekniske Institutt,2021,grønn,17
Norges Geotekniske Institutt,2021,lukket,28
Norges Geotekniske Institutt,2022,diamant,3
Norges Geotekniske Institutt,2022,gull,26
Norges Geotekniske Institutt,2022,hybrid,21
Norges Geotekniske Institutt,2022,hybrid_avtale,34
Norges Geotekniske Institutt,2022,grønn,18
Norges Geotekniske Institutt,2022,lukket,47
Norges Geotekniske Institutt,2023,diamant,4
Norges Geotekniske Institutt,2023,gull,31
Norges Geotekniske Institutt,2023,hybrid,21
Norges Geotekniske Institutt,2023,hybrid_avtale,41
Norges Geotekniske Institutt,2023,grønn,10
Norges Geotekniske Institutt,2023,lukket,33
Norges Geotekniske Institutt,2024,diamant,6
Norges Geotekniske Institutt,2024,gull,40
Norges Geotekniske Institutt,2024,hybrid,19
Norges Geotekniske Institutt,2024,hybrid_avtale,46
Norges Geotekniske Institutt,2024,grønn,17
Norges Geotekniske Institutt,2024,deponert,1
Norges Geotekniske Institutt,2024,lukket,30
Norges Geotekniske Institutt,2025,diamant,4
Norges Geotekniske Institutt,2025,gull,40
Norges Geotekniske Institutt,2025,hybrid,25
Norges Geotekniske Institutt,2025,hybrid_avtale,29
Norges Geotekniske Institutt,2025,grønn,14
Norges Geotekniske Institutt,2025,deponert,1
Norges Geotekniske Institutt,2025,lukket,36
Norges Handelshøyskole,2013,diamant,1
Norges Handelshøyskole,2013,gull,6
Norges Handelshøyskole,2013,hybrid,1
Norges Handelshøyskole,2013,grønn,51
Norges Handelshøyskole,2013,lukket,91
Norges Handelshøyskole,2014,diamant,2
Norges Handelshøyskole,2014,gull,6
Norges Handelshøyskole,2014,hybrid,4
Norges Handelshøyskole,2014,grønn,53
Norges Handelshøyskole,2014,deponert,1
Norges Handelshøyskole,2014,lukket,98
Norges Handelshøyskole,2015,diamant,4
Norges Handelshøyskole,2015,gull,8
Norges Handelshøyskole,2015,hybrid,6
Norges Handelshøyskole,2015,grønn,32
Norges Handelshøyskole,2015,lukket,120
Norges Handelshøyskole,2016,diamant,2
Norges Handelshøyskole,2016,gull,15
Norges Handelshøyskole,2016,hybrid,2
Norges Handelshøyskole,2016,grønn,37
Norges Handelshøyskole,2016,deponert,3
Norges Handelshøyskole,2016,lukket,137
Norges Handelshøyskole,2017,diamant,3
Norges Handelshøyskole,2017,gull,6
Norges Handelshøyskole,2017,hybrid,3
Norges Handelshøyskole,2017,grønn,50
Norges Handelshøyskole,2017,deponert,1
Norges Handelshøyskole,2017,lukket,136
Norges Handelshøyskole,2018,diamant,3
Norges Handelshøyskole,2018,gull,6
Norges Handelshøyskole,2018,hybrid,11
Norges Handelshøyskole,2018,grønn,48
Norges Handelshøyskole,2018,lukket,107
Norges Handelshøyskole,2019,diamant,3
Norges Handelshøyskole,2019,gull,13
Norges Handelshøyskole,2019,hybrid,10
Norges Handelshøyskole,2019,hybrid_avtale,9
Norges Handelshøyskole,2019,grønn,41
Norges Handelshøyskole,2019,deponert,1
Norges Handelshøyskole,2019,lukket,105
Norges Handelshøyskole,2020,diamant,2
Norges Handelshøyskole,2020,gull,12
Norges Handelshøyskole,2020,hybrid,22
Norges Handelshøyskole,2020,hybrid_avtale,25
Norges Handelshøyskole,2020,grønn,44
Norges Handelshøyskole,2020,deponert,1
Norges Handelshøyskole,2020,lukket,95
Norges Handelshøyskole,2021,diamant,11
Norges Handelshøyskole,2021,gull,20
Norges Handelshøyskole,2021,hybrid,23
Norges Handelshøyskole,2021,hybrid_avtale,38
Norges Handelshøyskole,2021,grønn,36
Norges Handelshøyskole,2021,lukket,80
Norges Handelshøyskole,2022,diamant,6
Norges Handelshøyskole,2022,gull,25
Norges Handelshøyskole,2022,hybrid,26
Norges Handelshøyskole,2022,hybrid_avtale,38
Norges Handelshøyskole,2022,grønn,25
Norges Handelshøyskole,2022,deponert,1
Norges Handelshøyskole,2022,lukket,71
Norges Handelshøyskole,2023,diamant,6
Norges Handelshøyskole,2023,gull,18
Norges Handelshøyskole,2023,hybrid,30
Norges Handelshøyskole,2023,hybrid_avtale,52
Norges Handelshøyskole,2023,grønn,18
Norges Handelshøyskole,2023,deponert,2
Norges Handelshøyskole,2023,lukket,57
Norges Handelshøyskole,2024,diamant,11
Norges Handelshøyskole,2024,gull,30
Norges Handelshøyskole,2024,hybrid,37
Norges Handelshøyskole,2024,hybrid_avtale,43
Norges Handelshøyskole,2024,grønn,18
Norges Handelshøyskole,2024,lukket,68
Norges Handelshøyskole,2025,diamant,7
Norges Handelshøyskole,2025,gull,26
Norges Handelshøyskole,2025,hybrid,63
Norges Handelshøyskole,2025,hybrid_avtale,51
Norges Handelshøyskole,2025,grønn,29
Norges Handelshøyskole,2025,deponert,6
Norges Handelshøyskole,2025,lukket,40
Norges geologiske undersøkelse,2016,gull,1
Norges geologiske undersøkelse,2019,diamant,7
Norges geologiske undersøkelse,2019,gull,17
Norges geologiske undersøkelse,2019,hybrid,8
Norges geologiske undersøkelse,2019,hybrid_avtale,7
Norges geologiske undersøkelse,2019,grønn,20
Norges geologiske undersøkelse,2019,lukket,36
Norges geologiske undersøkelse,2020,diamant,3
Norges geologiske undersøkelse,2020,gull,27
Norges geologiske undersøkelse,2020,hybrid,10
Norges geologiske undersøkelse,2020,hybrid_avtale,13
Norges geologiske undersøkelse,2020,grønn,27
Norges geologiske undersøkelse,2020,lukket,30
Norges geologiske undersøkelse,2021,diamant,5
Norges geologiske undersøkelse,2021,gull,19
Norges geologiske undersøkelse,2021,hybrid,20
Norges geologiske undersøkelse,2021,hybrid_avtale,15
Norges geologiske undersøkelse,2021,grønn,12
Norges geologiske undersøkelse,2021,lukket,22
Norges geologiske undersøkelse,2022,diamant,6
Norges geologiske undersøkelse,2022,gull,27
Norges geologiske undersøkelse,2022,hybrid,15
Norges geologiske undersøkelse,2022,hybrid_avtale,19
Norges geologiske undersøkelse,2022,grønn,10
Norges geologiske undersøkelse,2022,lukket,18
Norges geologiske undersøkelse,2023,diamant,5
Norges geologiske undersøkelse,2023,gull,25
Norges geologiske undersøkelse,2023,hybrid,10
Norges geologiske undersøkelse,2023,hybrid_avtale,13
Norges geologiske undersøkelse,2023,grønn,5
Norges geologiske undersøkelse,2023,deponert,1
Norges geologiske undersøkelse,2023,lukket,11
Norges geologiske undersøkelse,2024,gull,28
Norges geologiske undersøkelse,2024,hybrid,23
Norges geologiske undersøkelse,2024,hybrid_avtale,9
Norges geologiske undersøkelse,2024,grønn,4
Norges geologiske undersøkelse,2024,lukket,19
Norges geologiske undersøkelse,2025,diamant,1
Norges geologiske undersøkelse,2025,gull,30
Norges geologiske undersøkelse,2025,hybrid,20
Norges geologiske undersøkelse,2025,hybrid_avtale,15
Norges geologiske undersøkelse,2025,grønn,5
Norges geologiske undersøkelse,2025,deponert,2
Norges geologiske undersøkelse,2025,lukket,9
Norges idrettshøgskole,2013,diamant,3
Norges idrettshøgskole,2013,gull,29
Norges idrettshøgskole,2013,hybrid,10
Norges idrettshøgskole,2013,grønn,79
Norges idrettshøgskole,2013,lukket,112
Norges idrettshøgskole,2014,diamant,1
Norges idrettshøgskole,2014,gull,39
Norges idrettshøgskole,2014,hybrid,12
Norges idrettshøgskole,2014,grønn,56
Norges idrettshøgskole,2014,lukket,118
Norges idrettshøgskole,2015,diamant,1
Norges idrettshøgskole,2015,gull,35
Norges idrettshøgskole,2015,hybrid,24
Norges idrettshøgskole,2015,grønn,64
Norges idrettshøgskole,2015,lukket,99
Norges idrettshøgskole,2016,diamant,2
Norges idrettshøgskole,2016,gull,56
Norges idrettshøgskole,2016,hybrid,27
Norges idrettshøgskole,2016,grønn,83
Norges idrettshøgskole,2016,lukket,54
Norges idrettshøgskole,2017,diamant,11
Norges idrettshøgskole,2017,gull,69
Norges idrettshøgskole,2017,hybrid,18
Norges idrettshøgskole,2017,grønn,73
Norges idrettshøgskole,2017,lukket,81
Norges idrettshøgskole,2018,diamant,8
Norges idrettshøgskole,2018,gull,61
Norges idrettshøgskole,2018,hybrid,23
Norges idrettshøgskole,2018,grønn,94
Norges idrettshøgskole,2018,lukket,60
Norges idrettshøgskole,2019,diamant,3
Norges idrettshøgskole,2019,gull,76
Norges idrettshøgskole,2019,hybrid,39
Norges idrettshøgskole,2019,hybrid_avtale,9
Norges idrettshøgskole,2019,grønn,80
Norges idrettshøgskole,2019,deponert,1
Norges idrettshøgskole,2019,lukket,49
Norges idrettshøgskole,2020,diamant,9
Norges idrettshøgskole,2020,gull,86
Norges idrettshøgskole,2020,hybrid,29
Norges idrettshøgskole,2020,hybrid_avtale,34
Norges idrettshøgskole,2020,grønn,80
Norges idrettshøgskole,2020,lukket,42
Norges idrettshøgskole,2021,diamant,5
Norges idrettshøgskole,2021,gull,97
Norges idrettshøgskole,2021,hybrid,23
Norges idrettshøgskole,2021,hybrid_avtale,42
Norges idrettshøgskole,2021,grønn,82
Norges idrettshøgskole,2021,lukket,49
Norges idrettshøgskole,2022,diamant,11
Norges idrettshøgskole,2022,gull,97
Norges idrettshøgskole,2022,hybrid,31
Norges idrettshøgskole,2022,hybrid_avtale,36
Norges idrettshøgskole,2022,grønn,52
Norges idrettshøgskole,2022,lukket,17
Norges idrettshøgskole,2023,diamant,12
Norges idrettshøgskole,2023,gull,78
Norges idrettshøgskole,2023,hybrid,49
Norges idrettshøgskole,2023,hybrid_avtale,39
Norges idrettshøgskole,2023,grønn,46
Norges idrettshøgskole,2023,lukket,23
Norges idrettshøgskole,2024,diamant,8
Norges idrettshøgskole,2024,gull,76
Norges idrettshøgskole,2024,hybrid,58
Norges idrettshøgskole,2024,hybrid_avtale,55
Norges idrettshøgskole,2024,grønn,47
Norges idrettshøgskole,2024,lukket,18
Norges idrettshøgskole,2025,diamant,12
Norges idrettshøgskole,2025,gull,100
Norges idrettshøgskole,2025,hybrid,51
Norges idrettshøgskole,2025,hybrid_avtale,56
Norges idrettshøgskole,2025,grønn,57
Norges idrettshøgskole,2025,deponert,1
Norges idrettshøgskole,2025,lukket,12
Norges miljø- og biovitenskapelige universitet,2013,diamant,9
Norges miljø- og biovitenskapelige universitet,2013,gull,110
Norges miljø- og biovitenskapelige universitet,2013,hybrid,42
Norges miljø- og biovitenskapelige universitet,2013,grønn,99
Norges miljø- og biovitenskapelige universitet,2013,lukket,598
Norges miljø- og biovitenskapelige universitet,2014,diamant,26
Norges miljø- og biovitenskapelige universitet,2014,gull,166
Norges miljø- og biovitenskapelige universitet,2014,hybrid,80
Norges miljø- og biovitenskapelige universitet,2014,grønn,107
Norges miljø- og biovitenskapelige universitet,2014,lukket,566
Norges miljø- og biovitenskapelige universitet,2015,diamant,23
Norges miljø- og biovitenskapelige universitet,2015,gull,199
Norges miljø- og biovitenskapelige universitet,2015,hybrid,58
Norges miljø- og biovitenskapelige universitet,2015,grønn,101
Norges miljø- og biovitenskapelige universitet,2015,lukket,497
Norges miljø- og biovitenskapelige universitet,2016,diamant,20
Norges miljø- og biovitenskapelige universitet,2016,gull,227
Norges miljø- og biovitenskapelige universitet,2016,hybrid,70
Norges miljø- og biovitenskapelige universitet,2016,grønn,141
Norges miljø- og biovitenskapelige universitet,2016,lukket,485
Norges miljø- og biovitenskapelige universitet,2017,diamant,18
Norges miljø- og biovitenskapelige universitet,2017,gull,243
Norges miljø- og biovitenskapelige universitet,2017,hybrid,112
Norges miljø- og biovitenskapelige universitet,2017,grønn,228
Norges miljø- og biovitenskapelige universitet,2017,lukket,394
Norges miljø- og biovitenskapelige universitet,2018,diamant,38
Norges miljø- og biovitenskapelige universitet,2018,gull,246
Norges miljø- og biovitenskapelige universitet,2018,hybrid,109
Norges miljø- og biovitenskapelige universitet,2018,grønn,233
Norges miljø- og biovitenskapelige universitet,2018,lukket,312
Norges miljø- og biovitenskapelige universitet,2019,diamant,27
Norges miljø- og biovitenskapelige universitet,2019,gull,297
Norges miljø- og biovitenskapelige universitet,2019,hybrid,100
Norges miljø- og biovitenskapelige universitet,2019,hybrid_avtale,98
Norges miljø- og biovitenskapelige universitet,2019,grønn,162
Norges miljø- og biovitenskapelige universitet,2019,lukket,260
Norges miljø- og biovitenskapelige universitet,2020,diamant,15
Norges miljø- og biovitenskapelige universitet,2020,gull,387
Norges miljø- og biovitenskapelige universitet,2020,hybrid,82
Norges miljø- og biovitenskapelige universitet,2020,hybrid_avtale,249
Norges miljø- og biovitenskapelige universitet,2020,grønn,119
Norges miljø- og biovitenskapelige universitet,2020,lukket,159
Norges miljø- og biovitenskapelige universitet,2021,diamant,19
Norges miljø- og biovitenskapelige universitet,2021,gull,403
Norges miljø- og biovitenskapelige universitet,2021,hybrid,111
Norges miljø- og biovitenskapelige universitet,2021,hybrid_avtale,218
Norges miljø- og biovitenskapelige universitet,2021,grønn,103
Norges miljø- og biovitenskapelige universitet,2021,lukket,178
Norges miljø- og biovitenskapelige universitet,2022,diamant,23
Norges miljø- og biovitenskapelige universitet,2022,gull,376
Norges miljø- og biovitenskapelige universitet,2022,hybrid,116
Norges miljø- og biovitenskapelige universitet,2022,hybrid_avtale,218
Norges miljø- og biovitenskapelige universitet,2022,grønn,92
Norges miljø- og biovitenskapelige universitet,2022,lukket,150
Norges miljø- og biovitenskapelige universitet,2023,diamant,22
Norges miljø- og biovitenskapelige universitet,2023,gull,382
Norges miljø- og biovitenskapelige universitet,2023,hybrid,111
Norges miljø- og biovitenskapelige universitet,2023,hybrid_avtale,223
Norges miljø- og biovitenskapelige universitet,2023,grønn,67
Norges miljø- og biovitenskapelige universitet,2023,lukket,135
Norges miljø- og biovitenskapelige universitet,2024,diamant,24
Norges miljø- og biovitenskapelige universitet,2024,gull,371
Norges miljø- og biovitenskapelige universitet,2024,hybrid,143
Norges miljø- og biovitenskapelige universitet,2024,hybrid_avtale,248
Norges miljø- og biovitenskapelige universitet,2024,grønn,68
Norges miljø- og biovitenskapelige universitet,2024,deponert,1
Norges miljø- og biovitenskapelige universitet,2024,lukket,126
Norges miljø- og biovitenskapelige universitet,2025,diamant,26
Norges miljø- og biovitenskapelige universitet,2025,gull,345
Norges miljø- og biovitenskapelige universitet,2025,hybrid,189
Norges miljø- og biovitenskapelige universitet,2025,hybrid_avtale,251
Norges miljø- og biovitenskapelige universitet,2025,grønn,60
Norges miljø- og biovitenskapelige universitet,2025,deponert,17
Norges miljø- og biovitenskapelige universitet,2025,lukket,95
Norges musikkhøgskole,2013,gull,1
Norges musikkhøgskole,2013,grønn,14
Norges musikkhøgskole,2013,lukket,10
Norges musikkhøgskole,2014,diamant,4
Norges musikkhøgskole,2014,grønn,4
Norges musikkhøgskole,2014,lukket,11
Norges musikkhøgskole,2015,lukket,11
Norges musikkhøgskole,2016,diamant,1
Norges musikkhøgskole,2016,gull,2
Norges musikkhøgskole,2016,hybrid,1
Norges musikkhøgskole,2016,lukket,17
Norges musikkhøgskole,2017,diamant,2
Norges musikkhøgskole,2017,hybrid,2
Norges musikkhøgskole,2017,grønn,11
Norges musikkhøgskole,2017,lukket,14
Norges musikkhøgskole,2018,diamant,2
Norges musikkhøgskole,2018,gull,1
Norges musikkhøgskole,2018,grønn,1
Norges musikkhøgskole,2018,lukket,7
Norges musikkhøgskole,2019,diamant,2
Norges musikkhøgskole,2019,gull,5
