institution,year,status,total
Fafo Institutt for arbeidslivs- og velferdsforskning,2016,lukket,14
Fafo Institutt for arbeidslivs- og velferdsforskning,2017,diamant,9
Fafo Institutt for arbeidslivs- og velferdsforskning,2017,gull,3
Fafo Institutt for arbeidslivs- og velferdsforskning,2017,hybrid,1
Fafo Institutt for arbeidslivs- og velferdsforskning,2017,grønn,4
Fafo Institutt for arbeidslivs- og velferdsforskning,2017,lukket,6
Fafo Institutt for arbeidslivs- og velferdsforskning,2018,diamant,4
Fafo Institutt for arbeidslivs- og velferdsforskning,2018,gull,8
Fafo Institutt for arbeidslivs- og velferdsforskning,2018,hybrid,2
Fafo Institutt for arbeidslivs- og velferdsforskning,2018,grønn,9
Fafo Institutt for arbeidslivs- og velferdsforskning,2018,lukket,14
Fafo Institutt for arbeidslivs- og velferdsforskning,2019,diamant,8
Fafo Institutt for arbeidslivs- og velferdsforskning,2019,gull,5
Fafo Institutt for arbeidslivs- og velferdsforskning,2019,hybrid,8
Fafo Institutt for arbeidslivs- og velferdsforskning,2019,grønn,6
Fafo Institutt for arbeidslivs- og velferdsforskning,2019,lukket,7
Fafo Institutt for arbeidslivs- og velferdsforskning,2020,diamant,10
Fafo Institutt for arbeidslivs- og velferdsforskning,2020,gull,4
Fafo Institutt for arbeidslivs- og velferdsforskning,2020,hybrid,3
Fafo Institutt for arbeidslivs- og velferdsforskning,2020,hybrid_avtale,5
Fafo Institutt for arbeidslivs- og velferdsforskning,2020,grønn,10
Fafo Institutt for arbeidslivs- og velferdsforskning,2020,lukket,10
Fafo Institutt for arbeidslivs- og velferdsforskning,2021,diamant,7
Fafo Institutt for arbeidslivs- og velferdsforskning,2021,gull,6
Fafo Institutt for arbeidslivs- og velferdsforskning,2021,hybrid,2
Fafo Institutt for arbeidslivs- og velferdsforskning,2021,hybrid_avtale,6
Fafo Institutt for arbeidslivs- og velferdsforskning,2021,grønn,4
Fafo Institutt for arbeidslivs- og velferdsforskning,2021,lukket,12
Fafo Institutt for arbeidslivs- og velferdsforskning,2022,diamant,7
Fafo Institutt for arbeidslivs- og velferdsforskning,2022,gull,5
Fafo Institutt for arbeidslivs- og velferdsforskning,2022,hybrid,2
Fafo Institutt for arbeidslivs- og velferdsforskning,2022,hybrid_avtale,7
Fafo Institutt for arbeidslivs- og velferdsforskning,2022,grønn,1
Fafo Institutt for arbeidslivs- og velferdsforskning,2022,lukket,5
Fafo Institutt for arbeidslivs- og velferdsforskning,2023,diamant,6
Fafo Institutt for arbeidslivs- og velferdsforskning,2023,gull,5
Fafo Institutt for arbeidslivs- og velferdsforskning,2023,hybrid,7
Fafo Institutt for arbeidslivs- og velferdsforskning,2023,hybrid_avtale,9
Fafo Institutt for arbeidslivs- og velferdsforskning,2023,lukket,2
Fafo Institutt for arbeidslivs- og velferdsforskning,2024,diamant,10
Fafo Institutt for arbeidslivs- og velferdsforskning,2024,gull,6
Fafo Institutt for arbeidslivs- og velferdsforskning,2024,hybrid,8
Fafo Institutt for arbeidslivs- og velferdsforskning,2024,hybrid_avtale,10
Fafo Institutt for arbeidslivs- og velferdsforskning,2024,grønn,4
Fafo Institutt for arbeidslivs- og velferdsforskning,2024,deponert,1
Fafo Institutt for arbeidslivs- og velferdsforskning,2024,lukket,6
Fafo Institutt for arbeidslivs- og velferdsforskning,2025,diamant,8
Fafo Institutt for arbeidslivs- og velferdsforskning,2025,gull,10
Fafo Institutt for arbeidslivs- og velferdsforskning,2025,hybrid,3
Fafo Institutt for arbeidslivs- og velferdsforskning,2025,hybrid_avtale,8
Fafo Institutt for arbeidslivs- og velferdsforskning,2025,deponert,1
Fafo Institutt for arbeidslivs- og velferdsforskning,2025,lukket,6
Finnmarkssykehuset,2013,gull,4
Finnmarkssykehuset,2013,hybrid,2
Finnmarkssykehuset,2013,grønn,1
Finnmarkssykehuset,2013,lukket,3
Finnmarkssykehuset,2014,gull,3
Finnmarkssykehuset,2014,hybrid,2
Finnmarkssykehuset,2014,grønn,2
Finnmarkssykehuset,2014,lukket,3
Finnmarkssykehuset,2015,diamant,3
Finnmarkssykehuset,2015,gull,8
Finnmarkssykehuset,2015,hybrid,2
Finnmarkssykehuset,2015,lukket,6
Finnmarkssykehuset,2016,gull,5
Finnmarkssykehuset,2016,hybrid,5
Finnmarkssykehuset,2016,grønn,2
Finnmarkssykehuset,2016,lukket,8
Finnmarkssykehuset,2017,diamant,3
Finnmarkssykehuset,2017,gull,7
Finnmarkssykehuset,2017,hybrid,2
Finnmarkssykehuset,2017,grønn,2
Finnmarkssykehuset,2017,lukket,4
Finnmarkssykehuset,2018,gull,10
Finnmarkssykehuset,2018,hybrid,3
Finnmarkssykehuset,2018,grønn,3
Finnmarkssykehuset,2018,lukket,2
Finnmarkssykehuset,2019,diamant,4
Finnmarkssykehuset,2019,gull,8
Finnmarkssykehuset,2019,hybrid,2
Finnmarkssykehuset,2019,hybrid_avtale,1
Finnmarkssykehuset,2019,grønn,4
Finnmarkssykehuset,2019,lukket,3
Finnmarkssykehuset,2020,gull,6
Finnmarkssykehuset,2020,hybrid_avtale,8
Finnmarkssykehuset,2020,grønn,1
Finnmarkssykehuset,2020,lukket,1
Finnmarkssykehuset,2021,gull,8
Finnmarkssykehuset,2021,hybrid_avtale,6
Finnmarkssykehuset,2021,grønn,1
Finnmarkssykehuset,2022,gull,11
Finnmarkssykehuset,2022,hybrid,2
Finnmarkssykehuset,2022,hybrid_avtale,4
Finnmarkssykehuset,2022,grønn,2
Finnmarkssykehuset,2022,lukket,1
Finnmarkssykehuset,2023,gull,9
Finnmarkssykehuset,2023,hybrid,1
Finnmarkssykehuset,2023,hybrid_avtale,5
Finnmarkssykehuset,2023,grønn,1
Finnmarkssykehuset,2024,gull,7
Finnmarkssykehuset,2024,hybrid,2
Finnmarkssykehuset,2024,hybrid_avtale,3
Finnmarkssykehuset,2024,grønn,1
Finnmarkssykehuset,2025,diamant,1
Finnmarkssykehuset,2025,gull,10
Finnmarkssykehuset,2025,hybrid,2
Finnmarkssykehuset,2025,hybrid_avtale,2
Finnmarkssykehuset,2025,grønn,1
Fjellhaug Internasjonale Høgskole,2013,gull,1
Fjellhaug Internasjonale Høgskole,2013,lukket,9
Fjellhaug Internasjonale Høgskole,2014,lukket,19
Fjellhaug Internasjonale Høgskole,2015,diamant,1
Fjellhaug Internasjonale Høgskole,2015,lukket,11
Fjellhaug Internasjonale Høgskole,2016,diamant,1
Fjellhaug Internasjonale Høgskole,2016,lukket,13
Fjellhaug Internasjonale Høgskole,2017,diamant,2
Fjellhaug Internasjonale Høgskole,2017,gull,1
Fjellhaug Internasjonale Høgskole,2017,lukket,13
Fjellhaug Internasjonale Høgskole,2018,diamant,3
Fjellhaug Internasjonale Høgskole,2018,lukket,5
Fjellhaug Internasjonale Høgskole,2019,gull,1
Fjellhaug Internasjonale Høgskole,2019,lukket,7
Fjellhaug Internasjonale Høgskole,2020,diamant,7
Fjellhaug Internasjonale Høgskole,2020,gull,1
Fjellhaug Internasjonale Høgskole,2020,grønn,4
Fjellhaug Internasjonale Høgskole,2020,lukket,2
Fjellhaug Internasjonale Høgskole,2021,grønn,1
Fjellhaug Internasjonale Høgskole,2021,lukket,7
Fjellhaug Internasjonale Høgskole,2022,diamant,5
Fjellhaug Internasjonale Høgskole,2022,gull,1
Fjellhaug Internasjonale Høgskole,2022,grønn,2
Fjellhaug Internasjonale Høgskole,2022,deponert,1
Fjellhaug Internasjonale Høgskole,2022,lukket,5
Fjellhaug Internasjonale Høgskole,2023,diamant,7
Fjellhaug Internasjonale Høgskole,2023,gull,1
Fjellhaug Internasjonale Høgskole,2023,grønn,4
Fjellhaug Internasjonale Høgskole,2023,lukket,1
Fjellhaug Internasjonale Høgskole,2024,diamant,8
Fjellhaug Internasjonale Høgskole,2024,hybrid,1
Fjellhaug Internasjonale Høgskole,2024,grønn,2
Fjellhaug Internasjonale Høgskole,2024,deponert,2
Fjellhaug Internasjonale Høgskole,2024,lukket,3
Fjellhaug Internasjonale Høgskole,2025,diamant,4
Fjellhaug Internasjonale Høgskole,2025,gull,2
Fjellhaug Internasjonale Høgskole,2025,hybrid,1
Fjellhaug Internasjonale Høgskole,2025,grønn,5
Fjellhaug Internasjonale Høgskole,2025,deponert,1
Fjellhaug Internasjonale Høgskole,2025,lukket,12
Folkehelseinstituttet,2013,diamant,31
Folkehelseinstituttet,2013,gull,123
Folkehelseinstituttet,2013,hybrid,39
Folkehelseinstituttet,2013,grønn,66
Folkehelseinstituttet,2013,lukket,391
Folkehelseinstituttet,2014,diamant,30
Folkehelseinstituttet,2014,gull,196
Folkehelseinstituttet,2014,hybrid,67
Folkehelseinstituttet,2014,grønn,104
Folkehelseinstituttet,2014,lukket,346
Folkehelseinstituttet,2015,diamant,30
Folkehelseinstituttet,2015,gull,172
Folkehelseinstituttet,2015,hybrid,77
Folkehelseinstituttet,2015,grønn,104
Folkehelseinstituttet,2015,lukket,316
Folkehelseinstituttet,2016,diamant,33
Folkehelseinstituttet,2016,gull,224
Folkehelseinstituttet,2016,hybrid,98
Folkehelseinstituttet,2016,grønn,112
Folkehelseinstituttet,2016,lukket,319
Folkehelseinstituttet,2017,diamant,53
Folkehelseinstituttet,2017,gull,208
Folkehelseinstituttet,2017,hybrid,116
Folkehelseinstituttet,2017,grønn,180
Folkehelseinstituttet,2017,lukket,259
Folkehelseinstituttet,2018,diamant,48
Folkehelseinstituttet,2018,gull,225
Folkehelseinstituttet,2018,hybrid,113
Folkehelseinstituttet,2018,grønn,195
Folkehelseinstituttet,2018,deponert,1
Folkehelseinstituttet,2018,lukket,197
Folkehelseinstituttet,2019,diamant,30
Folkehelseinstituttet,2019,gull,289
Folkehelseinstituttet,2019,hybrid,103
Folkehelseinstituttet,2019,hybrid_avtale,34
Folkehelseinstituttet,2019,grønn,225
Folkehelseinstituttet,2019,deponert,1
Folkehelseinstituttet,2019,lukket,120
Folkehelseinstituttet,2020,diamant,64
Folkehelseinstituttet,2020,gull,303
Folkehelseinstituttet,2020,hybrid,99
Folkehelseinstituttet,2020,hybrid_avtale,106
Folkehelseinstituttet,2020,grønn,154
Folkehelseinstituttet,2020,lukket,90
Folkehelseinstituttet,2021,diamant,68
Folkehelseinstituttet,2021,gull,416
Folkehelseinstituttet,2021,hybrid,119
Folkehelseinstituttet,2021,hybrid_avtale,168
Folkehelseinstituttet,2021,grønn,135
Folkehelseinstituttet,2021,deponert,3
Folkehelseinstituttet,2021,lukket,95
Folkehelseinstituttet,2022,diamant,41
Folkehelseinstituttet,2022,gull,495
Folkehelseinstituttet,2022,hybrid,151
Folkehelseinstituttet,2022,hybrid_avtale,170
Folkehelseinstituttet,2022,grønn,119
Folkehelseinstituttet,2022,lukket,73
Folkehelseinstituttet,2023,diamant,61
Folkehelseinstituttet,2023,gull,390
Folkehelseinstituttet,2023,hybrid,158
Folkehelseinstituttet,2023,hybrid_avtale,186
Folkehelseinstituttet,2023,grønn,82
Folkehelseinstituttet,2023,lukket,51
Folkehelseinstituttet,2024,diamant,52
Folkehelseinstituttet,2024,gull,446
Folkehelseinstituttet,2024,hybrid,162
Folkehelseinstituttet,2024,hybrid_avtale,160
Folkehelseinstituttet,2024,grønn,69
Folkehelseinstituttet,2024,deponert,1
Folkehelseinstituttet,2024,lukket,40
Folkehelseinstituttet,2025,diamant,51
Folkehelseinstituttet,2025,gull,420
Folkehelseinstituttet,2025,hybrid,176
Folkehelseinstituttet,2025,hybrid_avtale,160
Folkehelseinstituttet,2025,grønn,107
Folkehelseinstituttet,2025,deponert,10
Folkehelseinstituttet,2025,lukket,62
Forsvarets forskningsinstitutt,2013,gull,16
Forsvarets forskningsinstitutt,2013,hybrid,2
Forsvarets forskningsinstitutt,2013,grønn,42
Forsvarets forskningsinstitutt,2013,lukket,24
Forsvarets forskningsinstitutt,2014,diamant,1
Forsvarets forskningsinstitutt,2014,gull,15
Forsvarets forskningsinstitutt,2014,hybrid,5
Forsvarets forskningsinstitutt,2014,grønn,27
Forsvarets forskningsinstitutt,2014,lukket,14
Forsvarets forskningsinstitutt,2015,diamant,6
Forsvarets forskningsinstitutt,2015,gull,8
Forsvarets forskningsinstitutt,2015,hybrid,5
Forsvarets forskningsinstitutt,2015,grønn,40
Forsvarets forskningsinstitutt,2015,lukket,22
Forsvarets forskningsinstitutt,2016,diamant,5
Forsvarets forskningsinstitutt,2016,gull,14
Forsvarets forskningsinstitutt,2016,hybrid,6
Forsvarets forskningsinstitutt,2016,grønn,52
Forsvarets forskningsinstitutt,2016,lukket,9
Forsvarets forskningsinstitutt,2017,diamant,4
Forsvarets forskningsinstitutt,2017,gull,7
Forsvarets forskningsinstitutt,2017,hybrid,11
Forsvarets forskningsinstitutt,2017,grønn,53
Forsvarets forskningsinstitutt,2017,lukket,20
Forsvarets forskningsinstitutt,2018,diamant,3
Forsvarets forskningsinstitutt,2018,gull,9
Forsvarets forskningsinstitutt,2018,hybrid,1
Forsvarets forskningsinstitutt,2018,grønn,51
Forsvarets forskningsinstitutt,2018,deponert,1
Forsvarets forskningsinstitutt,2018,lukket,14
Forsvarets forskningsinstitutt,2019,diamant,3
Forsvarets forskningsinstitutt,2019,gull,6
Forsvarets forskningsinstitutt,2019,hybrid,4
Forsvarets forskningsinstitutt,2019,hybrid_avtale,8
Forsvarets forskningsinstitutt,2019,grønn,47
Forsvarets forskningsinstitutt,2019,lukket,14
Forsvarets forskningsinstitutt,2020,diamant,1
Forsvarets forskningsinstitutt,2020,gull,8
Forsvarets forskningsinstitutt,2020,hybrid,6
Forsvarets forskningsinstitutt,2020,hybrid_avtale,5
Forsvarets forskningsinstitutt,2020,grønn,38
Forsvarets forskningsinstitutt,2020,lukket,4
Forsvarets forskningsinstitutt,2021,diamant,3
Forsvarets forskningsinstitutt,2021,gull,14
Forsvarets forskningsinstitutt,2021,hybrid,11
Forsvarets forskningsinstitutt,2021,hybrid_avtale,7
Forsvarets forskningsinstitutt,2021,grønn,33
Forsvarets forskningsinstitutt,2021,lukket,6
Forsvarets forskningsinstitutt,2022,diamant,9
Forsvarets forskningsinstitutt,2022,gull,21
Forsvarets forskningsinstitutt,2022,hybrid,7
Forsvarets forskningsinstitutt,2022,hybrid_avtale,6
Forsvarets forskningsinstitutt,2022,grønn,13
Forsvarets forskningsinstitutt,2022,lukket,13
Forsvarets forskningsinstitutt,2023,diamant,3
Forsvarets forskningsinstitutt,2023,gull,15
Forsvarets forskningsinstitutt,2023,hybrid,3
Forsvarets forskningsinstitutt,2023,hybrid_avtale,11
Forsvarets forskningsinstitutt,2023,grønn,19
Forsvarets forskningsinstitutt,2023,lukket,12
Forsvarets forskningsinstitutt,2024,diamant,3
Forsvarets forskningsinstitutt,2024,gull,18
Forsvarets forskningsinstitutt,2024,hybrid,11
Forsvarets forskningsinstitutt,2024,hybrid_avtale,6
Forsvarets forskningsinstitutt,2024,grønn,9
Forsvarets forskningsinstitutt,2024,deponert,1
Forsvarets forskningsinstitutt,2024,lukket,8
Forsvarets forskningsinstitutt,2025,diamant,7
Forsvarets forskningsinstitutt,2025,gull,11
Forsvarets forskningsinstitutt,2025,hybrid,9
Forsvarets forskningsinstitutt,2025,hybrid_avtale,17
Forsvarets forskningsinstitutt,2025,grønn,11
Forsvarets forskningsinstitutt,2025,deponert,2
Forsvarets forskningsinstitutt,2025,lukket,8
Forsvarets høgskole,2013,diamant,3
Forsvarets høgskole,2013,gull,1
Forsvarets høgskole,2013,lukket,24
Forsvarets høgskole,2014,grønn,1
Forsvarets høgskole,2014,lukket,21
Forsvarets høgskole,2015,diamant,2
Forsvarets høgskole,2015,gull,23
Forsvarets høgskole,2015,hybrid,4
Forsvarets høgskole,2015,grønn,4
Forsvarets høgskole,2015,lukket,30
Forsvarets høgskole,2016,diamant,1
Forsvarets høgskole,2016,gull,7
Forsvarets høgskole,2016,hybrid,5
Forsvarets høgskole,2016,grønn,5
Forsvarets høgskole,2016,lukket,30
Forsvarets høgskole,2017,diamant,9
Forsvarets høgskole,2017,gull,9
Forsvarets høgskole,2017,hybrid,6
Forsvarets høgskole,2017,grønn,4
Forsvarets høgskole,2017,lukket,35
Forsvarets høgskole,2018,diamant,1
Forsvarets høgskole,2018,gull,6
Forsvarets høgskole,2018,hybrid,5
Forsvarets høgskole,2018,grønn,14
Forsvarets høgskole,2018,lukket,35
Forsvarets høgskole,2019,diamant,9
Forsvarets høgskole,2019,gull,9
Forsvarets høgskole,2019,hybrid_avtale,1
Forsvarets høgskole,2019,grønn,12
Forsvarets høgskole,2019,lukket,21
Forsvarets høgskole,2020,diamant,6
Forsvarets høgskole,2020,gull,2
Forsvarets høgskole,2020,hybrid,2
Forsvarets høgskole,2020,hybrid_avtale,6
Forsvarets høgskole,2020,grønn,6
Forsvarets høgskole,2020,lukket,15
Forsvarets høgskole,2021,diamant,11
Forsvarets høgskole,2021,gull,6
Forsvarets høgskole,2021,hybrid,3
Forsvarets høgskole,2021,hybrid_avtale,3
Forsvarets høgskole,2021,grønn,4
Forsvarets høgskole,2021,lukket,14
Forsvarets høgskole,2022,diamant,15
Forsvarets høgskole,2022,gull,5
Forsvarets høgskole,2022,hybrid,4
Forsvarets høgskole,2022,hybrid_avtale,6
Forsvarets høgskole,2022,grønn,7
Forsvarets høgskole,2022,lukket,7
Forsvarets høgskole,2023,diamant,6
Forsvarets høgskole,2023,gull,5
Forsvarets høgskole,2023,hybrid,4
Forsvarets høgskole,2023,hybrid_avtale,5
Forsvarets høgskole,2023,grønn,4
Forsvarets høgskole,2023,lukket,11
Forsvarets høgskole,2024,diamant,2
Forsvarets høgskole,2024,gull,4
Forsvarets høgskole,2024,hybrid,5
Forsvarets høgskole,2024,hybrid_avtale,12
Forsvarets høgskole,2024,grønn,6
Forsvarets høgskole,2024,lukket,15
Forsvarets høgskole,2025,diamant,7
Forsvarets høgskole,2025,gull,9
Forsvarets høgskole,2025,hybrid,6
Forsvarets høgskole,2025,hybrid_avtale,11
Forsvarets høgskole,2025,grønn,8
Forsvarets høgskole,2025,lukket,9
Fridtjof Nansens institutt,2013,diamant,1
Fridtjof Nansens institutt,2013,hybrid,1
Fridtjof Nansens institutt,2013,grønn,6
Fridtjof Nansens institutt,2013,lukket,10
Fridtjof Nansens institutt,2014,diamant,1
Fridtjof Nansens institutt,2014,hybrid,1
Fridtjof Nansens institutt,2014,grønn,14
Fridtjof Nansens institutt,2014,lukket,11
Fridtjof Nansens institutt,2015,diamant,3
Fridtjof Nansens institutt,2015,grønn,11
Fridtjof Nansens institutt,2015,lukket,10
Fridtjof Nansens institutt,2016,diamant,1
Fridtjof Nansens institutt,2016,gull,9
Fridtjof Nansens institutt,2016,hybrid,1
Fridtjof Nansens institutt,2016,grønn,17
Fridtjof Nansens institutt,2016,lukket,3
Fridtjof Nansens institutt,2017,gull,2
Fridtjof Nansens institutt,2017,hybrid,3
Fridtjof Nansens institutt,2017,grønn,17
Fridtjof Nansens institutt,2017,lukket,3
Fridtjof Nansens institutt,2018,diamant,1
Fridtjof Nansens institutt,2018,gull,3
Fridtjof Nansens institutt,2018,hybrid,2
Fridtjof Nansens institutt,2018,grønn,17
Fridtjof Nansens institutt,2018,lukket,1
Fridtjof Nansens institutt,2019,gull,4
Fridtjof Nansens institutt,2019,hybrid,1
Fridtjof Nansens institutt,2019,grønn,16
Fridtjof Nansens institutt,2019,lukket,3
Fridtjof Nansens institutt,2020,diamant,9
Fridtjof Nansens institutt,2020,gull,4
Fridtjof Nansens institutt,2020,hybrid,4
Fridtjof Nansens institutt,2020,hybrid_avtale,4
Fridtjof Nansens institutt,2020,grønn,16
Fridtjof Nansens institutt,2020,lukket,2
Fridtjof Nansens institutt,2021,diamant,2
Fridtjof Nansens institutt,2021,gull,6
Fridtjof Nansens institutt,2021,hybrid,5
Fridtjof Nansens institutt,2021,hybrid_avtale,3
Fridtjof Nansens institutt,2021,grønn,12
Fridtjof Nansens institutt,2022,diamant,3
Fridtjof Nansens institutt,2022,gull,7
Fridtjof Nansens institutt,2022,hybrid,2
Fridtjof Nansens institutt,2022,hybrid_avtale,2
Fridtjof Nansens institutt,2022,grønn,17
Fridtjof Nansens institutt,2022,lukket,4
Fridtjof Nansens institutt,2023,diamant,3
Fridtjof Nansens institutt,2023,gull,2
Fridtjof Nansens institutt,2023,hybrid,6
Fridtjof Nansens institutt,2023,hybrid_avtale,2
Fridtjof Nansens institutt,2023,grønn,13
Fridtjof Nansens institutt,2023,lukket,3
Fridtjof Nansens institutt,2024,diamant,3
Fridtjof Nansens institutt,2024,gull,7
Fridtjof Nansens institutt,2024,hybrid,3
Fridtjof Nansens institutt,2024,hybrid_avtale,10
Fridtjof Nansens institutt,2024,grønn,12
Fridtjof Nansens institutt,2024,lukket,2
Fridtjof Nansens institutt,2025,diamant,3
Fridtjof Nansens institutt,2025,gull,6
Fridtjof Nansens institutt,2025,hybrid,6
Fridtjof Nansens institutt,2025,hybrid_avtale,4
Fridtjof Nansens institutt,2025,grønn,19
Fridtjof Nansens institutt,2025,deponert,2
Fridtjof Nansens institutt,2025,lukket,3
Handelshøyskolen BI,2013,diamant,2
Handelshøyskolen BI,2013,gull,8
Handelshøyskolen BI,2013,hybrid,3
Handelshøyskolen BI,2013,grønn,68
Handelshøyskolen BI,2013,lukket,98
Handelshøyskolen BI,2014,diamant,2
Handelshøyskolen BI,2014,gull,6
Handelshøyskolen BI,2014,hybrid,3
Handelshøyskolen BI,2014,grønn,90
Handelshøyskolen BI,2014,lukket,110
Handelshøyskolen BI,2015,gull,12
Handelshøyskolen BI,2015,hybrid,7
Handelshøyskolen BI,2015,grønn,73
Handelshøyskolen BI,2015,lukket,89
Handelshøyskolen BI,2016,diamant,6
Handelshøyskolen BI,2016,gull,12
Handelshøyskolen BI,2016,hybrid,2
Handelshøyskolen BI,2016,grønn,117
Handelshøyskolen BI,2016,lukket,105
Handelshøyskolen BI,2017,diamant,8
Handelshøyskolen BI,2017,gull,15
