institution,year,status,total
Fafo Institutt for arbeidslivs- og velferdsforskning,2018,gold,8
Fafo Institutt for arbeidslivs- og velferdsforskning,2018,hybrid,2
Fafo Institutt for arbeidslivs- og velferdsforskning,2018,green,9
Fafo Institutt for arbeidslivs- og velferdsforskning,2018,closed,14
Fafo Institutt for arbeidslivs- og velferdsforskning,2019,diamond,8
Fafo Institutt for arbeidslivs- og velferdsforskning,2019,gold,5
Fafo Institutt for arbeidslivs- og velferdsforskning,2019,hybrid,8
Fafo Institutt for arbeidslivs- og velferdsforskning,2019,green,6
Fafo Institutt for arbeidslivs- og velferdsforskning,2019,closed,7
Fafo Institutt for arbeidslivs- og velferdsforskning,2020,diamond,10
Fafo Institutt for arbeidslivs- og velferdsforskning,2020,gold,4
Fafo Institutt for arbeidslivs- og velferdsforskning,2020,hybrid,3
Fafo Institutt for arbeidslivs- og velferdsforskning,2020,hybrid_agreement,5
Fafo Institutt for arbeidslivs- og velferdsforskning,2020,green,10
Fafo Institutt for arbeidslivs- og velferdsforskning,2020,closed,10
Fafo Institutt for arbeidslivs- og velferdsforskning,2021,diamond,7
Fafo Institutt for arbeidslivs- og velferdsforskning,2021,gold,6
Fafo Institutt for arbeidslivs- og velferdsforskning,2021,hybrid,2
Fafo Institutt for arbeidslivs- og velferdsforskning,2021,hybrid_agreement,6
Fafo Institutt for arbeidslivs- og velferdsforskning,2021,green,4
Fafo Institutt for arbeidslivs- og velferdsforskning,2021,closed,12
Fafo Institutt for arbeidslivs- og velferdsforskning,2022,diamond,7
Fafo Institutt for arbeidslivs- og velferdsforskning,2022,gold,5
Fafo Institutt for arbeidslivs- og velferdsforskning,2022,hybrid,2
Fafo Institutt for arbeidslivs- og velferdsforskning,2022,hybrid_agreement,7
Fafo Institutt for arbeidslivs- og velferdsforskning,2022,green,1
Fafo Institutt for arbeidslivs- og velferdsforskning,2022,closed,5
Fafo Institutt for arbeidslivs- og velferdsforskning,2023,diamond,6
Fafo Institutt for arbeidslivs- og velferdsforskning,2023,gold,5
Fafo Institutt for arbeidslivs- og velferdsforskning,2023,hybrid,7
Fafo Institutt for arbeidslivs- og velferdsforskning,2023,hybrid_agreement,9
Fafo Institutt for arbeidslivs- og velferdsforskning,2023,closed,2
Fafo Institutt for arbeidslivs- og velferdsforskning,2024,diamond,10
Fafo Institutt for arbeidslivs- og velferdsforskning,2024,gold,6
Fafo Institutt for arbeidslivs- og velferdsforskning,2024,hybrid,8
Fafo Institutt for arbeidslivs- og velferdsforskning,2024,hybrid_agreement,10
Fafo Institutt for arbeidslivs- og velferdsforskning,2024,green,4
Fafo Institutt for arbeidslivs- og velferdsforskning,2024,deposited,1
Fafo Institutt for arbeidslivs- og velferdsforskning,2024,closed,6
Fafo Institutt for arbeidslivs- og velferdsforskning,2025,diamond,8
Fafo Institutt for arbeidslivs- og velferdsforskning,2025,gold,10
Fafo Institutt for arbeidslivs- og velferdsforskning,2025,hybrid,3
Fafo Institutt for arbeidslivs- og velferdsforskning,2025,hybrid_agreement,8
Fafo Institutt for arbeidslivs- og velferdsforskning,2025,deposited,1
Fafo Institutt for arbeidslivs- og velferdsforskning,2025,closed,6
Finnmarkssykehuset,2013,gold,4
Finnmarkssykehuset,2013,hybrid,2
Finnmarkssykehuset,2013,green,1
Finnmarkssykehuset,2013,closed,3
Finnmarkssykehuset,2014,gold,3
Finnmarkssykehuset,2014,hybrid,2
Finnmarkssykehuset,2014,green,2
Finnmarkssykehuset,2014,closed,3
Finnmarkssykehuset,2015,diamond,3
Finnmarkssykehuset,2015,gold,8
Finnmarkssykehuset,2015,hybrid,2
Finnmarkssykehuset,2015,closed,6
Finnmarkssykehuset,2016,gold,5
Finnmarkssykehuset,2016,hybrid,5
Finnmarkssykehuset,2016,green,2
Finnmarkssykehuset,2016,closed,8
Finnmarkssykehuset,2017,diamond,3
Finnmarkssykehuset,2017,gold,7
Finnmarkssykehuset,2017,hybrid,2
Finnmarkssykehuset,2017,green,2
Finnmarkssykehuset,2017,closed,4
Finnmarkssykehuset,2018,gold,10
Finnmarkssykehuset,2018,hybrid,3
Finnmarkssykehuset,2018,green,3
Finnmarkssykehuset,2018,closed,2
Finnmarkssykehuset,2019,diamond,4
Finnmarkssykehuset,2019,gold,8
Finnmarkssykehuset,2019,hybrid,2
Finnmarkssykehuset,2019,hybrid_agreement,1
Finnmarkssykehuset,2019,green,4
Finnmarkssykehuset,2019,closed,3
Finnmarkssykehuset,2020,gold,6
Finnmarkssykehuset,2020,hybrid_agreement,8
Finnmarkssykehuset,2020,green,1
Finnmarkssykehuset,2020,closed,1
Finnmarkssykehuset,2021,gold,8
Finnmarkssykehuset,2021,hybrid_agreement,6
Finnmarkssykehuset,2021,green,1
Finnmarkssykehuset,2022,gold,11
Finnmarkssykehuset,2022,hybrid,2
Finnmarkssykehuset,2022,hybrid_agreement,4
Finnmarkssykehuset,2022,green,2
Finnmarkssykehuset,2022,closed,1
Finnmarkssykehuset,2023,gold,9
Finnmarkssykehuset,2023,hybrid,1
Finnmarkssykehuset,2023,hybrid_agreement,5
Finnmarkssykehuset,2023,green,1
Finnmarkssykehuset,2024,gold,7
Finnmarkssykehuset,2024,hybrid,2
Finnmarkssykehuset,2024,hybrid_agreement,3
Finnmarkssykehuset,2024,green,1
Finnmarkssykehuset,2025,diamond,1
Finnmarkssykehuset,2025,gold,10
Finnmarkssykehuset,2025,hybrid,2
Finnmarkssykehuset,2025,hybrid_agreement,2
Finnmarkssykehuset,2025,green,1
Fjellhaug Internasjonale Høgskole,2013,gold,1
Fjellhaug Internasjonale Høgskole,2013,closed,9
Fjellhaug Internasjonale Høgskole,2014,closed,19
Fjellhaug Internasjonale Høgskole,2015,diamond,1
Fjellhaug Internasjonale Høgskole,2015,closed,11
Fjellhaug Internasjonale Høgskole,2016,diamond,1
Fjellhaug Internasjonale Høgskole,2016,closed,13
Fjellhaug Internasjonale Høgskole,2017,diamond,2
Fjellhaug Internasjonale Høgskole,2017,gold,1
Fjellhaug Internasjonale Høgskole,2017,closed,13
Fjellhaug Internasjonale Høgskole,2018,diamond,3
Fjellhaug Internasjonale Høgskole,2018,closed,5
Fjellhaug Internasjonale Høgskole,2019,gold,1
Fjellhaug Internasjonale Høgskole,2019,closed,7
Fjellhaug Internasjonale Høgskole,2020,diamond,7
Fjellhaug Internasjonale Høgskole,2020,gold,1
Fjellhaug Internasjonale Høgskole,2020,green,4
Fjellhaug Internasjonale Høgskole,2020,closed,2
Fjellhaug Internasjonale Høgskole,2021,green,1
Fjellhaug Internasjonale Høgskole,2021,closed,7
Fjellhaug Internasjonale Høgskole,2022,diamond,5
Fjellhaug Internasjonale Høgskole,2022,gold,1
Fjellhaug Internasjonale Høgskole,2022,green,2
Fjellhaug Internasjonale Høgskole,2022,deposited,1
Fjellhaug Internasjonale Høgskole,2022,closed,5
Fjellhaug Internasjonale Høgskole,2023,diamond,7
Fjellhaug Internasjonale Høgskole,2023,gold,1
Fjellhaug Internasjonale Høgskole,2023,green,4
Fjellhaug Internasjonale Høgskole,2023,closed,1
Fjellhaug Internasjonale Høgskole,2024,diamond,8
Fjellhaug Internasjonale Høgskole,2024,hybrid,1
Fjellhaug Internasjonale Høgskole,2024,green,2
Fjellhaug Internasjonale Høgskole,2024,deposited,2
Fjellhaug Internasjonale Høgskole,2024,closed,3
Fjellhaug Internasjonale Høgskole,2025,diamond,4
Fjellhaug Internasjonale Høgskole,2025,gold,2
Fjellhaug Internasjonale Høgskole,2025,hybrid,1
Fjellhaug Internasjonale Høgskole,2025,green,5
Fjellhaug Internasjonale Høgskole,2025,deposited,1
Fjellhaug Internasjonale Høgskole,2025,closed,12
Folkehelseinstituttet,2013,diamond,31
Folkehelseinstituttet,2013,gold,123
Folkehelseinstituttet,2013,hybrid,39
Folkehelseinstituttet,2013,green,66
Folkehelseinstituttet,2013,closed,391
Folkehelseinstituttet,2014,diamond,30
Folkehelseinstituttet,2014,gold,196
Folkehelseinstituttet,2014,hybrid,67
Folkehelseinstituttet,2014,green,104
Folkehelseinstituttet,2014,closed,346
Folkehelseinstituttet,2015,diamond,30
Folkehelseinstituttet,2015,gold,172
Folkehelseinstituttet,2015,hybrid,77
Folkehelseinstituttet,2015,green,104
Folkehelseinstituttet,2015,closed,316
Folkehelseinstituttet,2016,diamond,33
Folkehelseinstituttet,2016,gold,224
Folkehelseinstituttet,2016,hybrid,98
Folkehelseinstituttet,2016,green,112
Folkehelseinstituttet,2016,closed,319
Folkehelseinstituttet,2017,diamond,53
Folkehelseinstituttet,2017,gold,208
Folkehelseinstituttet,2017,hybrid,116
Folkehelseinstituttet,2017,green,180
Folkehelseinstituttet,2017,closed,259
Folkehelseinstituttet,2018,diamond,48
Folkehelseinstituttet,2018,gold,225
Folkehelseinstituttet,2018,hybrid,113
Folkehelseinstituttet,2018,green,195
Folkehelseinstituttet,2018,deposited,1
Folkehelseinstituttet,2018,closed,197
Folkehelseinstituttet,2019,diamond,30
Folkehelseinstituttet,2019,gold,289
Folkehelseinstituttet,2019,hybrid,103
Folkehelseinstituttet,2019,hybrid_agreement,34
Folkehelseinstituttet,2019,green,225
Folkehelseinstituttet,2019,deposited,1
Folkehelseinstituttet,2019,closed,120
Folkehelseinstituttet,2020,diamond,64
Folkehelseinstituttet,2020,gold,303
Folkehelseinstituttet,2020,hybrid,99
Folkehelseinstituttet,2020,hybrid_agreement,106
Folkehelseinstituttet,2020,green,154
Folkehelseinstituttet,2020,closed,90
Folkehelseinstituttet,2021,diamond,68
Folkehelseinstituttet,2021,gold,416
Folkehelseinstituttet,2021,hybrid,119
Folkehelseinstituttet,2021,hybrid_agreement,168
Folkehelseinstituttet,2021,green,135
Folkehelseinstituttet,2021,deposited,3
Folkehelseinstituttet,2021,closed,95
Folkehelseinstituttet,2022,diamond,41
Folkehelseinstituttet,2022,gold,495
Folkehelseinstituttet,2022,hybrid,151
Folkehelseinstituttet,2022,hybrid_agreement,170
Folkehelseinstituttet,2022,green,119
Folkehelseinstituttet,2022,closed,73
Folkehelseinstituttet,2023,diamond,61
Folkehelseinstituttet,2023,gold,390
Folkehelseinstituttet,2023,hybrid,158
Folkehelseinstituttet,2023,hybrid_agreement,186
Folkehelseinstituttet,2023,green,82
Folkehelseinstituttet,2023,closed,51
Folkehelseinstituttet,2024,diamond,52
Folkehelseinstituttet,2024,gold,446
Folkehelseinstituttet,2024,hybrid,162
Folkehelseinstituttet,2024,hybrid_agreement,160
Folkehelseinstituttet,2024,green,69
Folkehelseinstituttet,2024,deposited,1
Folkehelseinstituttet,2024,closed,40
Folkehelseinstituttet,2025,diamond,51
Folkehelseinstituttet,2025,gold,420
Folkehelseinstituttet,2025,hybrid,176
Folkehelseinstituttet,2025,hybrid_agreement,160
Folkehelseinstituttet,2025,green,107
Folkehelseinstituttet,2025,deposited,10
Folkehelseinstituttet,2025,closed,62
Forsvarets forskningsinstitutt,2013,gold,16
Forsvarets forskningsinstitutt,2013,hybrid,2
Forsvarets forskningsinstitutt,2013,green,42
Forsvarets forskningsinstitutt,2013,closed,24
Forsvarets forskningsinstitutt,2014,diamond,1
Forsvarets forskningsinstitutt,2014,gold,15
Forsvarets forskningsinstitutt,2014,hybrid,5
Forsvarets forskningsinstitutt,2014,green,27
Forsvarets forskningsinstitutt,2014,closed,14
Forsvarets forskningsinstitutt,2015,diamond,6
Forsvarets forskningsinstitutt,2015,gold,8
Forsvarets forskningsinstitutt,2015,hybrid,5
Forsvarets forskningsinstitutt,2015,green,40
Forsvarets forskningsinstitutt,2015,closed,22
Forsvarets forskningsinstitutt,2016,diamond,5
Forsvarets forskningsinstitutt,2016,gold,14
Forsvarets forskningsinstitutt,2016,hybrid,6
Forsvarets forskningsinstitutt,2016,green,52
Forsvarets forskningsinstitutt,2016,closed,9
Forsvarets forskningsinstitutt,2017,diamond,4
Forsvarets forskningsinstitutt,2017,gold,7
Forsvarets forskningsinstitutt,2017,hybrid,11
Forsvarets forskningsinstitutt,2017,green,53
Forsvarets forskningsinstitutt,2017,closed,20
Forsvarets forskningsinstitutt,2018,diamond,3
Forsvarets forskningsinstitutt,2018,gold,9
Forsvarets forskningsinstitutt,2018,hybrid,1
Forsvarets forskningsinstitutt,2018,green,51
Forsvarets forskningsinstitutt,2018,deposited,1
Forsvarets forskningsinstitutt,2018,closed,14
Forsvarets forskningsinstitutt,2019,diamond,3
Forsvarets forskningsinstitutt,2019,gold,6
Forsvarets forskningsinstitutt,2019,hybrid,4
Forsvarets forskningsinstitutt,2019,hybrid_agreement,8
Forsvarets forskningsinstitutt,2019,green,47
Forsvarets forskningsinstitutt,2019,closed,14
Forsvarets forskningsinstitutt,2020,diamond,1
Forsvarets forskningsinstitutt,2020,gold,8
Forsvarets forskningsinstitutt,2020,hybrid,6
Forsvarets forskningsinstitutt,2020,hybrid_agreement,5
Forsvarets forskningsinstitutt,2020,green,38
Forsvarets forskningsinstitutt,2020,closed,4
Forsvarets forskningsinstitutt,2021,diamond,3
Forsvarets forskningsinstitutt,2021,gold,14
Forsvarets forskningsinstitutt,2021,hybrid,11
Forsvarets forskningsinstitutt,2021,hybrid_agreement,7
Forsvarets forskningsinstitutt,2021,green,33
Forsvarets forskningsinstitutt,2021,closed,6
Forsvarets forskningsinstitutt,2022,diamond,9
Forsvarets forskningsinstitutt,2022,gold,21
Forsvarets forskningsinstitutt,2022,hybrid,7
Forsvarets forskningsinstitutt,2022,hybrid_agreement,6
Forsvarets forskningsinstitutt,2022,green,13
Forsvarets forskningsinstitutt,2022,closed,13
Forsvarets forskningsinstitutt,2023,diamond,3
Forsvarets forskningsinstitutt,2023,gold,15
Forsvarets forskningsinstitutt,2023,hybrid,3
Forsvarets forskningsinstitutt,2023,hybrid_agreement,11
Forsvarets forskningsinstitutt,2023,green,19
Forsvarets forskningsinstitutt,2023,closed,12
Forsvarets forskningsinstitutt,2024,diamond,3
Forsvarets forskningsinstitutt,2024,gold,18
Forsvarets forskningsinstitutt,2024,hybrid,11
Forsvarets forskningsinstitutt,2024,hybrid_agreement,6
Forsvarets forskningsinstitutt,2024,green,9
Forsvarets forskningsinstitutt,2024,deposited,1
Forsvarets forskningsinstitutt,2024,closed,8
Forsvarets forskningsinstitutt,2025,diamond,7
Forsvarets forskningsinstitutt,2025,gold,11
Forsvarets forskningsinstitutt,2025,hybrid,9
Forsvarets forskningsinstitutt,2025,hybrid_agreement,17
Forsvarets forskningsinstitutt,2025,green,11
Forsvarets forskningsinstitutt,2025,deposited,2
Forsvarets forskningsinstitutt,2025,closed,8
Forsvarets høgskole,2013,diamond,3
Forsvarets høgskole,2013,gold,1
Forsvarets høgskole,2013,closed,24
Forsvarets høgskole,2014,green,1
Forsvarets høgskole,2014,closed,21
Forsvarets høgskole,2015,diamond,2
Forsvarets høgskole,2015,gold,23
Forsvarets høgskole,2015,hybrid,4
Forsvarets høgskole,2015,green,4
Forsvarets høgskole,2015,closed,30
Forsvarets høgskole,2016,diamond,1
Forsvarets høgskole,2016,gold,7
Forsvarets høgskole,2016,hybrid,5
Forsvarets høgskole,2016,green,5
Forsvarets høgskole,2016,closed,30
Forsvarets høgskole,2017,diamond,9
Forsvarets høgskole,2017,gold,9
Forsvarets høgskole,2017,hybrid,6
Forsvarets høgskole,2017,green,4
Forsvarets høgskole,2017,closed,35
Forsvarets høgskole,2018,diamond,1
Forsvarets høgskole,2018,gold,6
Forsvarets høgskole,2018,hybrid,5
Forsvarets høgskole,2018,green,14
Forsvarets høgskole,2018,closed,35
Forsvarets høgskole,2019,diamond,9
Forsvarets høgskole,2019,gold,9
Forsvarets høgskole,2019,hybrid_agreement,1
Forsvarets høgskole,2019,green,12
Forsvarets høgskole,2019,closed,21
Forsvarets høgskole,2020,diamond,6
Forsvarets høgskole,2020,gold,2
Forsvarets høgskole,2020,hybrid,2
Forsvarets høgskole,2020,hybrid_agreement,6
Forsvarets høgskole,2020,green,6
Forsvarets høgskole,2020,closed,15
Forsvarets høgskole,2021,diamond,11
Forsvarets høgskole,2021,gold,6
Forsvarets høgskole,2021,hybrid,3
Forsvarets høgskole,2021,hybrid_agreement,3
Forsvarets høgskole,2021,green,4
Forsvarets høgskole,2021,closed,14
Forsvarets høgskole,2022,diamond,15
Forsvarets høgskole,2022,gold,5
Forsvarets høgskole,2022,hybrid,4
Forsvarets høgskole,2022,hybrid_agreement,6
Forsvarets høgskole,2022,green,7
Forsvarets høgskole,2022,closed,7
Forsvarets høgskole,2023,diamond,6
Forsvarets høgskole,2023,gold,5
Forsvarets høgskole,2023,hybrid,4
Forsvarets høgskole,2023,hybrid_agreement,5
Forsvarets høgskole,2023,green,4
Forsvarets høgskole,2023,closed,11
Forsvarets høgskole,2024,diamond,2
Forsvarets høgskole,2024,gold,4
Forsvarets høgskole,2024,hybrid,5
Forsvarets høgskole,2024,hybrid_agreement,12
Forsvarets høgskole,2024,green,6
Forsvarets høgskole,2024,closed,15
Forsvarets høgskole,2025,diamond,7
Forsvarets høgskole,2025,gold,9
Forsvarets høgskole,2025,hybrid,6
Forsvarets høgskole,2025,hybrid_agreement,11
Forsvarets høgskole,2025,green,8
Forsvarets høgskole,2025,closed,9
Fridtjof Nansens institutt,2013,diamond,1
Fridtjof Nansens institutt,2013,hybrid,1
Fridtjof Nansens institutt,2013,green,6
Fridtjof Nansens institutt,2013,closed,10
Fridtjof Nansens institutt,2014,diamond,1
Fridtjof Nansens institutt,2014,hybrid,1
Fridtjof Nansens institutt,2014,green,14
Fridtjof Nansens institutt,2014,closed,11
Fridtjof Nansens institutt,2015,diamond,3
Fridtjof Nansens institutt,2015,green,11
Fridtjof Nansens institutt,2015,closed,10
Fridtjof Nansens institutt,2016,diamond,1
Fridtjof Nansens institutt,2016,gold,9
Fridtjof Nansens institutt,2016,hybrid,1
Fridtjof Nansens institutt,2016,green,17
Fridtjof Nansens institutt,2016,closed,3
Fridtjof Nansens institutt,2017,gold,2
Fridtjof Nansens institutt,2017,hybrid,3
Fridtjof Nansens institutt,2017,green,17
Fridtjof Nansens institutt,2017,closed,3
Fridtjof Nansens institutt,2018,diamond,1
Fridtjof Nansens institutt,2018,gold,3
Fridtjof Nansens institutt,2018,hybrid,2
Fridtjof Nansens institutt,2018,green,17
Fridtjof Nansens institutt,2018,closed,1
Fridtjof Nansens institutt,2019,gold,4
Fridtjof Nansens institutt,2019,hybrid,1
Fridtjof Nansens institutt,2019,green,16
Fridtjof Nansens institutt,2019,closed,3
Fridtjof Nansens institutt,2020,diamond,9
Fridtjof Nansens institutt,2020,gold,4
Fridtjof Nansens institutt,2020,hybrid,4
Fridtjof Nansens institutt,2020,hybrid_agreement,4
Fridtjof Nansens institutt,2020,green,16
Fridtjof Nansens institutt,2020,closed,2
Fridtjof Nansens institutt,2021,diamond,2
Fridtjof Nansens institutt,2021,gold,6
Fridtjof Nansens institutt,2021,hybrid,5
Fridtjof Nansens institutt,2021,hybrid_agreement,3
Fridtjof Nansens institutt,2021,green,12
Fridtjof Nansens institutt,2022,diamond,3
Fridtjof Nansens institutt,2022,gold,7
Fridtjof Nansens institutt,2022,hybrid,2
Fridtjof Nansens institutt,2022,hybrid_agreement,2
Fridtjof Nansens institutt,2022,green,17
Fridtjof Nansens institutt,2022,closed,4
Fridtjof Nansens institutt,2023,diamond,3
Fridtjof Nansens institutt,2023,gold,2
Fridtjof Nansens institutt,2023,hybrid,6
Fridtjof Nansens institutt,2023,hybrid_agreement,2
Fridtjof Nansens institutt,2023,green,13
Fridtjof Nansens institutt,2023,closed,3
Fridtjof Nansens institutt,2024,diamond,3
Fridtjof Nansens institutt,2024,gold,7
Fridtjof Nansens institutt,2024,hybrid,3
Fridtjof Nansens institutt,2024,hybrid_agreement,10
Fridtjof Nansens institutt,2024,green,12
Fridtjof Nansens institutt,2024,closed,2
Fridtjof Nansens institutt,2025,diamond,3
Fridtjof Nansens institutt,2025,gold,6
Fridtjof Nansens institutt,2025,hybrid,6
Fridtjof Nansens institutt,2025,hybrid_agreement,4
Fridtjof Nansens institutt,2025,green,19
Fridtjof Nansens institutt,2025,deposited,2
Fridtjof Nansens institutt,2025,closed,3
Handelshøyskolen BI,2013,diamond,2
Handelshøyskolen BI,2013,gold,8
Handelshøyskolen BI,2013,hybrid,3
Handelshøyskolen BI,2013,green,68
Handelshøyskolen BI,2013,closed,98
Handelshøyskolen BI,2014,diamond,2
Handelshøyskolen BI,2014,gold,6
Handelshøyskolen BI,2014,hybrid,3
Handelshøyskolen BI,2014,green,90
Handelshøyskolen BI,2014,closed,110
Handelshøyskolen BI,2015,gold,12
Handelshøyskolen BI,2015,hybrid,7
Handelshøyskolen BI,2015,green,73
Handelshøyskolen BI,2015,closed,89
Handelshøyskolen BI,2016,diamond,6
Handelshøyskolen BI,2016,gold,12
Handelshøyskolen BI,2016,hybrid,2
Handelshøyskolen BI,2016,green,117
